date ,latency
1643866719,20
1643866729,20
1643866739,18
1643866749,20
1643866759,18
1643866769,21
1643866779,19
1643866790,20
1643866800,19
1643866810,19
1643866820,20
1643866830,19
1643866840,20
1643866850,19
1643866861,18
1643866871,21
1643866881,20
1643866891,20
1643866901,21
1643866911,20
1643866921,20
1643866932,21
1643866942,20
1643866952,22
1643866962,19
1643866972,20
1643866982,21
1643866992,21
1643867003,19
1643867013,20
1643867023,20
1643867033,21
1643867043,19
1643867053,19
1643867063,20
1643867074,20
1643867084,20
1643867094,20
1643867104,20
1643867114,20
1643867124,20
1643867134,17
1643867144,19
1643867155,20
1643867165,20
1643867175,20
1643867185,20
1643867195,20
1643867205,18
1643867215,19
1643867226,19
1643867236,20
1643867246,22
1643867256,21
1643867266,20
1643867276,18
1643867286,18
1643867297,19
1643867307,20
1643867317,20
1643867327,21
1643867337,20
1643867347,20
1643867357,19
1643867368,20
1643867378,21
1643867388,19
1643867398,21
1643867408,21
1643867418,20
1643867428,21
1643867439,19
1643867449,21
1643867459,19
1643867469,20
1643867479,20
1643867489,20
1643867499,21
1643867510,20
1643867520,18
1643867530,19
1643867540,20
1643867550,21
1643867560,20
1643867571,19
1643867581,22
1643867591,20
1643867601,20
1643867611,21
1643867621,20
1643867631,18
1643867642,21
1643867652,19
1643867662,19
1643867672,21
1643867682,19
1643867692,20
1643867702,19
1643867713,19
1643867723,22
1643867733,20
1643867743,20
1643867753,21
1643867763,22
1643867773,20
1643867784,20
1643867794,19
1643867804,19
1643867814,19
1643867824,19
1643867834,20
1643867844,19
1643867855,21
1643867865,22
1643867875,19
1643867885,20
1643867895,20
1643867905,21
1643867915,20
1643867926,20
1643867936,20
1643867946,20
1643867956,18
1643867966,19
1643867976,27
1643867986,24
1643867997,30
1643868007,27
1643868017,25
1643868027,19
1643868037,18
1643868047,20
1643868058,18
1643868068,19
1643868078,22
1643868088,19
1643868098,20
1643868108,21
1643868118,23
1643868129,17
1643868139,22
1643868149,18
1643868159,19
1643868169,20
1643868179,18
1643868189,18
1643868200,18
1643868210,19
1643868220,19
1643868230,22
1643868240,19
1643868250,19
1643868260,22
1643868271,49
1643868281,16
1643868291,18
1643868301,18
1643868311,19
1643868321,18
1643868332,21
1643868342,19
1643868352,22
1643868362,19
1643868372,19
1643868382,17
1643868392,19
1643868403,18
1643868413,18
1643868423,19
1643868433,18
1643868443,18
1643868453,20
1643868463,17
1643868474,19
1643868484,18
1643868494,18
1643868504,18
1643868514,17
1643868524,18
1643868534,17
1643868545,27
1643868555,19
1643868565,19
1643868575,17
1643868585,17
1643868595,21
1643868606,22
1643868616,17
1643868626,18
1643868636,19
1643868646,17
1643868656,18
1643868666,17
1643868676,66
1643868687,20
1643868697,20
1643868707,19
1643868717,21
1643868727,18
1643868738,21
1643868748,20
1643868758,20
1643868768,20
1643868778,18
1643868788,17
1643868798,20
1643868809,97
1643868819,66
1643868829,21
1643868840,18
1643868850,20
1643868860,17
1643868870,17
1643868880,17
1643868890,18
1643868900,18
1643868911,17
1643868921,19
1643868931,18
1643868941,18
1643868951,17
1643868961,17
1643868971,18
1643868982,18
1643868992,17
1643869002,19
1643869012,19
1643869022,18
1643869032,19
1643869042,19
1643869053,25
1643869063,19
1643869073,20
1643869083,20
1643869093,19
1643869103,20
1643869113,21
1643869124,20
1643869134,19
1643869144,41
1643869154,41
1643869164,20
1643869175,17
1643869185,18
1643869195,17
1643869205,18
1643869215,35
1643869225,20
1643869235,19
1643869246,17
1643869256,18
1643869266,18
1643869276,19
1643869286,17
1643869296,17
1643869306,26
1643869317,18
1643869327,20
1643869337,18
1643869347,19
1643869357,17
1643869367,18
1643869377,19
1643869388,16
1643869398,18
1643869408,19
1643869418,16
1643869428,19
1643869438,20
1643869448,19
1643869459,19
1643869469,19
1643869479,17
1643869489,21
1643869499,21
1643869509,21
1643869519,18
1643869530,18
1643869540,19
1643869550,21
1643869560,20
1643869570,22
1643869580,19
1643869591,18
1643869601,18
1643869611,18
1643869621,22
1643869631,19
1643869641,19
1643869651,17
1643869662,17
1643869672,17
1643869682,17
1643869692,18
1643869702,18
1643869712,17
1643869722,18
1643869733,18
1643869743,18
1643869753,18
1643869763,17
1643869773,19
1643869783,19
1643869858,19
1643869869,19
1643869879,17
1643869889,19
1643869899,19
1643869909,20
1643869919,20
1643869930,19
1643869940,17
1643869950,18
1643869960,17
1643869970,19
1643869980,17
1643869990,20
1643870000,19
1643870011,20
1643870021,21
1643870031,20
1643870041,19
1643870051,18
1643870061,18
1643870071,20
1643870082,18
1643870092,19
1643870102,18
1643870112,18
1643870122,20
1643870132,18
1643870142,19
1643870153,17
1643870163,18
1643870173,19
1643870183,18
1643870193,21
1643870203,19
1643870213,19
1643870224,19
1643870234,18
1643870244,18
1643870254,18
1643870264,18
1643870274,18
1643870284,19
1643870294,20
1643870304,18
1643870315,20
1643870325,21
1643870335,20
1643870345,19
1643870355,19
1643870365,19
1643870375,18
1643870386,18
1643870396,18
1643870406,18
1643870416,19
1643870426,20
1643870436,19
1643870446,19
1643870456,20
1643870466,20
1643870477,19
1643870487,18
1643870497,18
1643870507,18
1643870517,20
1643870527,20
1643870537,19
1643870547,22
1643870558,20
1643870568,18
1643870578,20
1643870588,19
1643870598,17
1643870608,19
1643870618,19
1643870629,18
1643870639,19
1643870649,17
1643870659,18
1643870669,20
1643870679,19
1643870689,17
1643870699,19
1643870710,19
1643870720,19
1643870730,18
1643870740,21
1643870750,20
1643870760,19
1643870770,20
1643870780,18
1643870790,18
1643870801,20
1643870811,21
1643870821,19
1643870831,19
1643870841,18
1643870851,19
1643870861,19
1643870872,19
1643870882,18
1643870892,19
1643870902,18
1643870912,21
1643870922,19
1643870932,19
1643870942,19
1643870953,19
1643870963,19
1643870973,18
1643870983,18
1643870993,17
1643871003,19
1643871013,19
1643871023,19
1643871034,19
1643871044,19
1643871054,19
1643871064,19
1643871074,19
1643871084,19
1643871094,18
1643871104,21
1643871115,18
1643871125,20
1643871135,19
1643871145,21
1643871155,19
1643871165,20
1643871175,19
1643871186,20
1643871196,19
1643871206,18
1643871216,51
1643871226,18
1643871236,18
1643871247,18
1643871257,19
1643871267,18
1643871277,19
1643871287,20
1643871297,21
1643871307,21
1643871318,19
1643871328,19
1643871338,19
1643871348,18
1643871358,17
1643871368,19
1643871378,18
1643871389,19
1643871399,19
1643871409,18
1643871419,19
1643871429,18
1643871439,17
1643871449,17
1643871460,17
1643871470,19
1643871480,18
1643871490,17
1643871500,18
1643871510,19
1643871520,18
1643871530,19
1643871541,18
1643871551,18
1643871561,20
1643871571,20
1643871581,19
1643871591,18
1643871601,19
1643871612,18
1643871622,20
1643871632,18
1643871642,18
1643871652,19
1643871662,19
1643871672,19
1643871683,19
1643871693,19
1643871703,20
1643871713,19
1643871723,19
1643871733,19
1643871743,19
1643871754,18
1643871764,19
1643871774,19
1643871784,20
1643871794,17
1643871804,19
1643871814,18
1643871825,19
1643871835,20
1643871845,19
1643871855,20
1643871865,16
1643871875,19
1643871885,19
1643871896,18
1643871906,20
1643871916,19
1643871926,19
1643871936,17
1643871946,19
1643871956,17
1643871967,18
1643871977,17
1643871987,17
1643871997,17
1643872007,19
1643872017,18
1643872027,20
1643872038,19
1643872048,20
1643872058,20
1643872068,20
1643872078,18
1643872088,19
1643872098,19
1643872108,18
1643872119,20
1643872129,18
1643872139,17
1643872149,19
1643872159,19
1643872169,18
1643872179,19
1643872189,17
1643872200,18
1643872210,20
1643872220,18
1643872230,18
1643872240,20
1643872250,18
1643872260,19
1643872270,18
1643872281,17
1643872291,18
1643872301,20
1643872311,18
1643872321,19
1643872331,19
1643872341,17
1643872351,18
1643872362,20
1643872372,19
1643872382,19
1643872392,19
1643872402,17
1643872412,20
1643872422,18
1643872432,18
1643872443,19
1643872453,18
1643872463,19
1643872473,19
1643872483,18
1643872493,18
1643872503,18
1643872514,17
1643872524,17
1643872534,18
1643872544,20
1643872554,18
1643872564,19
1643872574,17
1643872584,18
1643872594,18
1643872605,18
1643872615,18
1643872625,18
1643872635,17
1643872645,19
1643872655,19
1643872665,18
1643872675,20
1643872686,20
1643872696,18
1643872706,16
1643872716,18
1643872726,18
1643872736,16
1643872746,18
1643872756,17
1643872766,18
1643872776,18
1643872786,19
1643872797,18
1643872807,18
1643872817,19
1643872827,19
1643872837,18
1643872847,18
1643872857,19
1643872867,18
1643872878,22
1643872888,19
1643872898,19
1643872908,19
1643872918,17
1643872928,18
1643872938,17
1643872948,18
1643872959,18
1643872969,19
1643872979,18
1643872989,18
1643872999,19
1643873009,18
1643873019,18
1643873029,18
1643873039,18
1643873050,18
1643873060,18
1643873070,21
1643873080,18
1643873090,18
1643873100,19
1643873110,18
1643873120,19
1643873130,18
1643873141,18
1643873151,18
1643873161,18
1643873171,19
1643873181,17
1643873191,18
1643873201,18
1643873211,17
1643873221,19
1643873232,19
1643873242,19
1643873252,17
1643873262,17
1643873272,17
1643873282,18
1643873292,18
1643873302,19
1643873312,18
1643873323,19
1643873333,19
1643873343,19
1643873353,19
1643873363,18
1643873373,18
1643873383,19
1643873394,17
1643873404,20
1643873414,18
1643873424,17
1643873434,19
1643873444,18
1643873454,20
1643873464,19
1643873474,18
1643873485,19
1643873495,19
1643873505,18
1643873515,18
1643873525,19
1643873535,19
1643873545,19
1643873555,20
1643873566,18
1643873576,18
1643873586,18
1643873596,18
1643873606,20
1643873616,20
1643873626,19
1643873636,18
1643873647,18
1643873657,18
1643873667,21
1643873677,21
1643873687,18
1643873697,19
1643873707,18
1643873717,16
1643873728,17
1643873738,17
1643873748,17
1643873758,21
1643873768,18
1643873778,17
1643873788,18
1643873798,18
1643873809,21
1643873819,17
1643873829,17
1643873839,17
1643873849,21
1643873859,18
1643873869,22
1643873880,17
1643873890,23
1643873900,28
1643873910,18
1643873920,18
1643873930,19
1643873940,17
1643873950,17
1643873961,17
1643873971,17
1643873981,18
1643873991,18
1643874001,17
1643874011,18
1643874021,19
1643874031,18
1643874041,18
1643874052,19
1643874062,20
1643874072,18
1643874082,19
1643874092,18
1643874102,17
1643874112,18
1643874122,20
1643874132,19
1643874143,19
1643874153,18
1643874163,18
1643874173,18
1643874183,17
1643874193,20
1643874203,19
1643874213,18
1643874223,19
1643874234,18
1643874244,19
1643874254,18
1643874264,19
1643874274,18
1643874284,19
1643874294,18
1643874304,17
1643874315,19
1643874325,19
1643874335,19
1643874345,19
1643874355,19
1643874365,18
1643874375,20
1643874385,18
1643874395,19
1643874406,20
1643874416,18
1643874426,17
1643874436,17
1643874446,19
1643874456,19
1643874466,18
1643874477,18
1643874487,20
1643874497,19
1643874507,19
1643874517,18
1643874527,19
1643874537,18
1643874547,18
1643874557,18
1643874568,20
1643874578,20
1643874588,21
1643874598,19
1643874608,18
1643874618,22
1643874628,20
1643874639,18
1643874649,21
1643874659,20
1643874669,80
1643874679,21
1643874690,17
1643874700,19
1643874710,18
1643874720,20
1643874730,19
1643874740,17
1643874750,20
1643874761,18
1643874771,20
1643874781,17
1643874791,19
1643874801,18
1643874811,45
1643874822,17
1643874832,17
1643874842,19
1643874852,18
1643874852,20
1643874862,19
1643874863,20
1643874872,19
1643874873,19
1643874882,18
1643874883,21
1643874893,19
1643874893,18
1643874903,19
1643874903,20
1643874913,17
1643874913,20
1643874923,18
1643874933,19
1643874943,19
1643874953,18
1643874964,20
1643874974,19
1643874984,19
1643874994,18
1643875004,19
1643875014,20
1643875024,18
1643875034,18
1643875045,17
1643875055,18
1643875065,19
1643875075,18
1643875085,19
1643875095,24
1643875105,18
1643875116,21
1643875126,18
1643875136,21
1643875146,17
1643875156,18
1643875166,17
1643875176,19
1643875187,19
1643875197,19
1643875207,19
1643875217,19
1643875227,19
1643875237,19
1643875247,19
1643875258,19
1643875268,17
1643875278,18
1643875288,18
1643875298,19
1643875308,19
1643875318,17
1643875329,18
1643875339,18
1643875349,19
1643875359,18
1643875369,20
1643875379,19
1643875389,18
1643875399,19
1643875410,18
1643875420,17
1643875430,19
1643875440,18
1643875450,18
1643875460,18
1643875470,19
1643875481,18
1643875491,22
1643875501,19
1643875511,19
1643875521,18
1643875531,21
1643875541,17
1643875552,17
1643875562,16
1643875572,17
1643875582,19
1643875592,16
1643875602,17
1643875612,16
1643875623,16
1643875633,17
1643875643,19
1643875653,19
1643875663,19
1643875673,19
1643875683,19
1643875693,18
1643875704,18
1643875714,20
1643875724,18
1643875734,18
1643875744,18
1643875754,18
1643875764,19
1643875775,18
1643875785,18
1643875795,19
1643875805,18
1643875815,18
1643875825,19
1643875835,18
1643875846,17
1643875856,18
1643875866,20
1643875876,19
1643875886,17
1643875896,18
1643875906,18
1643875917,19
1643875927,18
1643875937,18
1643875947,19
1643875957,18
1643875967,18
1643875977,20
1643875988,19
1643875998,18
1643876008,19
1643876018,17
1643876028,19
1643876038,18
1643876048,19
1643876059,24
1643876069,18
1643876079,20
1643876089,19
1643876099,19
1643876109,18
1643876119,20
1643876130,17
1643876140,18
1643876150,20
1643876160,20
1643876170,17
1643876180,18
1643876190,20
1643876200,18
1643876211,19
1643876221,19
1643876231,19
1643876241,18
1643876251,19
1643876261,18
1643876271,17
1643876282,18
1643876292,18
1643876302,18
1643876312,18
1643876322,18
1643876332,18
1643876342,19
1643876353,18
1643876363,18
1643876373,19
1643876383,17
1643876393,19
1643876403,17
1643876413,18
1643876424,17
1643876434,18
1643876444,18
1643876454,17
1643876464,17
1643876474,18
1643876484,18
1643876494,17
1643876505,18
1643876515,18
1643876525,17
1643876535,16
1643876545,18
1643876555,17
1643876565,18
1643876576,16
1643876586,17
1643876596,16
1643876606,18
1643876616,18
1643876626,19
1643876636,19
1643876647,19
1643876657,18
1643876667,18
1643876677,17
1643876687,18
1643876697,18
1643876707,19
1643876718,19
1643876728,18
1643876738,18
1643876748,18
1643876758,20
1643876768,19
1643876778,18
1643876788,18
1643876799,19
1643876809,18
1643876819,19
1643876829,24
1643876839,18
1643876849,18
1643876859,19
1643876870,19
1643876880,18
1643876890,19
1643876900,21
1643876910,19
1643876920,18
1643876930,19
1643876941,18
1643876951,17
1643876961,19
1643876971,18
1643876981,19
1643876991,18
1643877001,19
1643877012,18
1643877022,19
1643877032,19
1643877042,18
1643877052,19
1643877062,18
1643877072,18
1643877083,19
1643877093,18
1643877103,18
1643877113,18
1643877123,18
1643877133,18
1643877143,18
1643877154,18
1643877164,18
1643877174,18
1643877184,18
1643877194,18
1643877204,24
1643877214,18
1643877225,18
1643877235,18
1643877245,18
1643877255,16
1643877265,18
1643877275,16
1643877285,18
1643877296,16
1643877306,18
1643877316,17
1643877326,17
1643877336,16
1643877346,17
1643877356,18
1643877367,17
1643877377,17
1643877387,17
1643877397,18
1643877407,17
1643877417,17
1643877427,18
1643877438,17
1643877448,17
1643877458,17
1643877468,18
1643877478,18
1643877488,17
1643877498,18
1643877509,18
1643877519,18
1643877529,18
1643877539,18
1643877549,17
1643877559,18
1643877569,18
1643877580,17
1643877590,18
1643877600,19
1643877610,19
1643877620,18
1643877630,19
1643877641,20
1643877651,17
1643877661,17
1643877671,19
1643877681,18
1643877691,17
1643877701,19
1643877712,16
1643877722,18
1643877732,18
1643877742,18
1643877752,20
1643877762,18
1643877772,16
1643877783,16
1643877793,19
1643877803,16
1643877813,16
1643877823,18
1643877833,20
1643877843,19
1643877854,18
1643877864,16
1643877874,18
1643877884,18
1643877894,17
1643877904,18
1643877914,16
1643877925,17
1643877935,17
1643877945,17
1643877955,20
1643877965,19
1643877975,17
1643877985,18
1643877995,19
1643878006,15
1643878016,17
1643878026,24
1643878036,19
1643878046,21
1643878056,19
1643878067,18
1643878077,19
1643878087,19
1643878097,22
1643878107,19
1643878117,19
1643878127,18
1643878138,17
1643878148,17
1643878158,18
1643878168,17
1643878178,18
1643878188,22
1643878198,18
1643878209,20
1643878219,18
1643878229,17
1643878239,18
1643878249,19
1643878259,66
1643878270,21
1643878280,37
1643878290,17
1643878300,17
1643878310,20
1643878320,17
1643878331,20
1643878341,16
1643878351,23
1643878361,17
1643878371,17
1643878381,18
1643878391,16
1643878401,17
1643878412,19
1643878422,17
1643878432,15
1643878442,17
1643878452,17
1643878462,16
1643878472,18
1643878483,17
1643878493,18
1643878503,15
1643878513,18
1643878523,16
1643878533,19
1643878543,15
1643878553,17
1643878564,20
1643878574,16
1643878584,17
1643878594,18
1643878604,16
1643878614,17
1643878624,17
1643878635,17
1643878645,18
1643878655,17
1643878665,21
1643878675,18
1643878685,18
1643878695,17
1643878705,16
1643878716,18
1643878726,20
1643878736,18
1643878746,19
1643878756,18
1643878766,19
1643878777,18
1643878787,19
1643878797,17
1643878807,18
1643878817,18
1643878827,20
1643878837,18
1643878847,19
1643878858,19
1643878868,18
1643878878,18
1643878888,19
1643878898,18
1643878908,17
1643878918,18
1643878929,20
1643878939,20
1643878949,19
1643878959,19
1643878969,18
1643878979,20
1643878990,18
1643879000,20
1643879010,21
1643879020,18
1643879030,18
1643879040,19
1643879050,17
1643879061,21
1643879071,18
1643879081,19
1643879091,17
1643879101,18
1643879111,20
1643879121,20
1643879132,17
1643879142,19
1643879152,21
1643879162,20
1643879172,17
1643879182,18
1643879192,23
1643879203,17
1643879213,20
1643879223,18
1643879233,19
1643879243,19
1643879253,19
1643879263,19
1643879274,18
1643879284,19
1643879294,20
1643879304,20
1643879314,18
1643879324,17
1643879334,18
1643879345,19
1643879355,18
1643879365,19
1643879375,18
1643879385,19
1643879395,19
1643879405,16
1643879416,19
1643879426,20
1643879436,18
1643879446,18
1643879456,19
1643879466,19
1643879476,18
1643879487,18
1643879497,18
1643879507,19
1643879517,20
1643879527,19
1643879537,21
1643879547,18
1643879558,18
1643879568,19
1643879578,19
1643879588,21
1643879598,19
1643879608,20
1643879618,24
1643879629,22
1643879639,18
1643879649,18
1643879659,19
1643879669,18
1643879679,19
1643879689,19
1643879700,22
1643879710,16
1643879720,20
1643879730,18
1643879740,21
1643879750,18
1643879760,18
1643879771,20
1643879781,18
1643879791,19
1643879801,19
1643879811,21
1643879821,18
1643879831,18
1643879842,17
1643879852,21
1643879862,17
1643879872,20
1643879882,17
1643879892,17
1643879902,17
1643879913,17
1643879923,19
1643879933,17
1643879943,18
1643879953,20
1643879963,17
1643879973,19
1643879984,17
1643879994,18
1643880004,17
1643880014,19
1643880024,18
1643880034,19
1643880044,18
1643880054,17
1643880065,18
1643880075,20
1643880085,17
1643880095,19
1643880105,18
1643880115,17
1643880125,17
1643880135,18
1643880146,19
1643880156,18
1643880166,20
1643880176,18
1643880186,19
1643880196,19
1643880207,17
1643880217,22
1643880227,18
1643880237,18
1643880247,18
1643880257,19
1643880267,19
1643880278,19
1643880288,22
1643880298,19
1643880308,17
1643880318,20
1643880328,18
1643880338,18
1643880348,18
1643880359,17
1643880369,19
1643880379,18
1643880389,20
1643880399,17
1643880409,22
1643880419,18
1643880430,18
1643880440,17
1643880450,21
1643880460,22
1643880470,17
1643880480,19
1643880490,18
1643880501,22
1643880511,20
1643880521,22
1643880531,19
1643880541,19
1643880551,17
1643880561,18
1643880572,18
1643880582,17
1643880592,18
1643880602,19
1643880612,21
1643880622,18
1643880632,19
1643880643,16
1643880653,22
1643880663,19
1643880673,19
1643880683,16
1643880693,19
1643880703,21
1643880714,18
1643880724,18
1643880734,18
1643880744,17
1643880754,19
1643880764,18
1643880774,17
1643880784,18
1643880795,18
1643880805,17
1643880815,16
1643880825,18
1643880835,18
1643880845,18
1643880855,19
1643880866,20
1643880876,19
1643880886,22
1643880896,17
1643880906,18
1643880916,17
1643880926,18
1643880937,19
1643880947,19
1643880957,19
1643880967,18
1643880977,22
1643880987,17
1643880997,24
1643881008,18
1643881018,17
1643881028,19
1643881038,17
1643881048,17
1643881058,20
1643881068,17
1643881079,18
1643881089,20
1643881099,21
1643881109,18
1643881119,17
1643881129,18
1643881139,17
1643881150,17
1643881160,17
1643881170,16
1643881180,16
1643881190,17
1643881200,19
1643881210,17
1643881220,18
1643881231,19
1643881241,18
1643881251,17
1643881261,19
1643881271,19
1643881281,18
1643881291,19
1643881302,18
1643881312,19
1643881322,19
1643881332,17
1643881342,18
1643881352,18
1643881362,18
1643881373,20
1643881383,18
1643881393,19
1643881403,17
1643881413,17
1643881423,21
1643881433,18
1643881444,18
1643881454,18
1643881464,20
1643881474,20
1643881484,19
1643881494,17
1643881504,17
1643881515,18
1643881525,17
1643881535,18
1643881545,17
1643881555,17
1643881565,16
1643881575,16
1643881585,17
1643881596,18
1643881606,17
1643881616,17
1643881626,17
1643881636,17
1643881646,17
1643881656,17
1643881667,17
1643881677,17
1643881687,17
1643881697,17
1643881707,18
1643881717,16
1643881727,18
1643881737,18
1643881748,16
1643881758,17
1643881768,18
1643881778,18
1643881788,17
1643881798,17
1643881808,18
1643881819,18
1643881829,18
1643881839,19
1643881849,19
1643881859,19
1643881869,18
1643881879,17
1643881890,19
1643881900,18
1643881910,18
1643881920,18
1643881930,17
1643881940,17
1643881950,19
1643881961,17
1643881971,18
1643881981,19
1643881991,17
1643882001,18
1643882011,18
1643882021,19
1643882032,18
1643882042,18
1643882052,17
1643882062,18
1643882072,19
1643882082,18
1643882092,18
1643882103,18
1643882113,18
1643882123,18
1643882133,19
1643882143,19
1643882153,19
1643882163,17
1643882173,18
1643882184,18
1643882194,18
1643882204,19
1643882214,18
1643882224,18
1643882234,17
1643882244,18
1643882255,18
1643882265,18
1643882275,18
1643882285,17
1643882295,17
1643882305,18
1643882315,20
1643882326,19
1643882336,16
1643882346,19
1643882356,18
1643882366,18
1643882376,17
1643882386,17
1643882397,20
1643882407,20
1643882417,18
1643882427,18
1643882437,18
1643882447,19
1643882457,16
1643882467,17
1643882478,17
1643882488,18
1643882498,16
1643882508,17
1643882518,18
1643882528,19
1643882538,17
1643882549,17
1643882559,17
1643882569,20
1643882579,16
1643882589,17
1643882599,20
1643882609,17
1643882620,20
1643882630,17
1643882640,18
1643882650,17
1643882660,16
1643882670,20
1643882680,18
1643882691,16
1643882701,17
1643882711,17
1643882721,17
1643882731,17
1643882741,19
1643882752,18
1643882762,19
1643882772,18
1643882782,18
1643882792,18
1643882802,17
1643882812,20
1643882823,18
1643882833,20
1643882843,19
1643882853,19
1643882863,19
1643882873,18
1643882883,17
1643882894,18
1643882904,18
1643882914,19
1643882924,19
1643882934,18
1643882944,16
1643882954,19
1643882965,18
1643882975,18
1643882985,18
1643882995,18
1643883005,17
1643883015,17
1643883025,17
1643883036,18
1643883046,18
1643883056,19
1643883066,18
1643883076,18
1643883086,19
1643883096,18
1643883107,18
1643883117,19
1643883127,19
1643883137,17
1643883147,18
1643883157,18
1643883168,18
1643883178,18
1643883188,18
1643883198,18
1643883208,18
1643883218,18
1643883228,19
1643883239,19
1643883249,19
1643883259,18
1643883269,18
1643883279,19
1643883289,19
1643883299,19
1643883310,18
1643883320,18
1643883330,18
1643883340,17
1643883350,17
1643883360,19
1643883370,19
1643883381,18
1643883391,18
1643883401,19
1643883411,18
1643883421,20
1643883431,17
1643883442,19
1643883452,18
1643883462,19
1643883472,19
1643883482,19
1643883492,18
1643883502,18
1643883513,18
1643883523,17
1643883533,18
1643883543,18
1643883553,19
1643883563,18
1643883573,18
1643883584,17
1643883594,19
1643883604,19
1643883614,17
1643883624,18
1643883634,18
1643883644,18
1643883655,19
1643883665,19
1643883675,18
1643883685,18
1643883695,18
1643883705,18
1643883716,19
1643883726,17
1643883736,18
1643883746,18
1643883756,17
1643883766,17
1643883776,19
1643883787,18
1643883797,17
1643883807,18
1643883817,19
1643883827,18
1643883837,18
1643883847,19
1643883858,19
1643883868,18
1643883878,18
1643883888,19
1643883898,18
1643883908,17
1643883919,18
1643883929,18
1643883939,22
1643883949,24
1643883959,17
1643883969,19
1643883979,19
1643883990,18
1643884000,20
1643884010,19
1643884020,17
1643884030,18
1643884040,18
1643884050,18
1643884061,17
1643884071,17
1643884081,17
1643884091,19
1643884101,18
1643884111,18
1643884121,18
1643884132,19
1643884142,18
1643884152,20
1643884162,19
1643884172,17
1643884182,19
1643884193,18
1643884203,19
1643884213,19
1643884223,17
1643884233,19
1643884243,19
1643884253,18
1643884264,18
1643884274,18
1643884284,19
1643884294,18
1643884304,17
1643884314,19
1643884324,17
1643884335,18
1643884345,18
1643884355,20
1643884365,17
1643884375,19
1643884385,19
1643884395,19
1643884406,18
1643884416,18
1643884426,18
1643884436,18
1643884446,19
1643884456,17
1643884466,17
1643884477,17
1643884487,19
1643884497,18
1643884507,18
1643884517,19
1643884527,19
1643884538,19
1643884548,18
1643884558,21
1643884568,18
1643884578,18
1643884588,19
1643884598,20
1643884609,19
1643884619,18
1643884629,17
1643884639,17
1643884649,17
1643884659,17
1643884669,18
1643884680,18
1643884690,20
1643884700,19
1643884710,18
1643884720,19
1643884730,18
1643884740,18
1643884751,19
1643884761,19
1643884771,19
1643884781,19
1643884791,17
1643884801,18
1643884812,19
1643884822,17
1643884832,18
1643884842,19
1643884852,18
1643884862,18
1643884872,17
1643884883,19
1643884893,18
1643884903,18
1643884913,19
1643884923,17
1643884933,18
1643884943,19
1643884954,18
1643884964,19
1643884974,17
1643884984,18
1643884994,18
1643885004,18
1643885014,18
1643885025,19
1643885035,19
1643885045,19
1643885055,19
1643885065,16
1643885075,18
1643885086,18
1643885096,20
1643885106,18
1643885116,18
1643885126,18
1643885136,18
1643885146,19
1643885157,20
1643885167,18
1643885177,19
1643885187,19
1643885197,18
1643885207,19
1643885218,19
1643885228,18
1643885238,18
1643885248,18
1643885258,18
1643885268,18
1643885278,18
1643885289,18
1643885299,18
1643885309,17
1643885319,20
1643885329,18
1643885339,17
1643885349,18
1643885360,17
1643885370,18
1643885380,17
1643885390,18
1643885400,17
1643885410,18
1643885420,20
1643885431,18
1643885441,17
1643885451,19
1643885461,19
1643885471,19
1643885481,18
1643885492,17
1643885502,18
1643885512,17
1643885522,17
1643885532,20
1643885542,21
1643885552,18
1643885563,19
1643885573,20
1643885583,18
1643885593,19
1643885603,18
1643885613,19
1643885623,18
1643885634,18
1643885644,18
1643885654,18
1643885664,18
1643885674,18
1643885684,18
1643885695,19
1643885705,21
1643885715,19
1643885725,18
1643885735,18
1643885745,18
1643885755,19
1643885766,19
1643885776,18
1643885786,19
1643885796,17
1643885806,18
1643885816,18
1643885826,19
1643885837,19
1643885847,18
1643885857,19
1643885867,17
1643885877,18
1643885887,19
1643885897,18
1643885908,17
1643885918,18
1643885928,19
1643885938,18
1643885948,20
1643885958,18
1643885968,17
1643885979,19
1643885989,19
1643885999,19
1643886009,18
1643886019,17
1643886029,17
1643886040,18
1643886050,18
1643886060,19
1643886070,18
1643886080,18
1643886090,18
1643886100,17
1643886111,19
1643886121,19
1643886131,18
1643886141,17
1643886151,18
1643886161,19
1643886171,18
1643886182,19
1643886192,19
1643886202,18
1643886212,19
1643886222,18
1643886232,20
1643886242,18
1643886253,17
1643886263,19
1643886273,18
1643886283,19
1643886293,18
1643886303,19
1643886314,17
1643886324,18
1643886334,17
1643886344,17
1643886354,18
1643886364,19
1643886374,20
1643886385,18
1643886395,18
1643886405,18
1643886415,18
1643886425,17
1643886435,19
1643886445,18
1643886456,19
1643886466,17
1643886476,19
1643886486,19
1643886496,18
1643886506,18
1643886516,17
1643886527,18
1643886537,19
1643886547,18
1643886557,18
1643886567,19
1643886577,18
1643886587,18
1643886598,17
1643886608,20
1643886618,19
1643886628,18
1643886638,18
1643886648,19
1643886659,18
1643886669,19
1643886679,19
1643886689,19
1643886699,19
1643886709,19
1643886719,17
1643886730,17
1643886740,19
1643886750,18
1643886760,19
1643886770,19
1643886780,17
1643886790,17
1643886801,19
1643886811,18
1643886821,20
1643886831,18
1643886841,20
1643886851,19
1643886862,19
1643886872,17
1643886882,18
1643886892,18
1643886902,20
1643886912,19
1643886922,19
1643886933,19
1643886943,19
1643886953,18
1643886963,18
1643886973,18
