date ,latency
1643781979,55
1643781989,46
1643781999,53
1643782010,36
1643782020,39
1643782030,45
1643782040,36
1643782051,42
1643782061,41
1643782071,37
1643782081,58
1643782091,43
1643782102,47
1643782112,54
1643782122,46
1643782132,50
1643782143,49
1643782153,38
1643782163,39
1643782173,49
1643782183,46
1643782194,57
1643782204,49
1643782214,51
1643782224,39
1643782235,42
1643782245,39
1643782255,30
1643782265,43
1643782275,49
1643782286,43
1643782296,41
1643782306,56
1643782316,51
1643782327,47
1643782337,42
1643782347,55
1643782357,41
1643782367,56
1643782378,49
1643782388,41
1643782398,58
1643782408,47
1643782419,51
1643782429,44
1643782439,44
1643782449,50
1643782460,46
1643782470,46
1643782480,50
1643782490,47
1643782501,42
1643782511,53
1643782521,54
1643782531,45
1643782542,47
1643782552,48
1643782562,53
1643782572,55
1643782583,61
1643782593,59
1643782603,57
1643782613,56
1643782624,44
1643782634,63
1643782644,34
1643782655,56
1643782665,41
1643782675,35
1643782685,42
1643782695,46
1643782706,48
1643782716,40
1643782726,51
1643782736,44
1643782747,42
1643782757,46
1643782767,50
1643782777,41
1643782788,40
1643782798,37
1643782808,57
1643782818,51
1643782829,51
1643782838,70
1643782848,83
1643782859,78
1643782869,76
1643782879,76
1643782890,74
1643782900,250
1643782911,50
1643782922,51
1643782932,54
1643782942,61
1643782953,57
1643782963,52
1643782973,44
1643782983,47
1643782994,49
1643783004,55
1643783014,57
1643783025,42
1643783035,43
1643783045,50
1643783055,60
1643783066,45
1643783076,45
1643783086,42
1643783096,49
1643783107,54
1643783117,54
1643783127,53
1643783137,48
1643783148,59
1643783158,48
1643783168,62
1643783179,40
1643783189,45
1643783199,39
1643783209,48
1643783219,49
1643783230,49
1643783240,52
1643783250,43
1643783260,40
1643783271,40
1643783281,50
1643783291,37
1643783301,52
1643783312,43
1643783322,55
1643783332,57
1643783343,61
1643783353,41
1643783363,58
1643783373,49
1643783384,50
1643783394,109
1643783405,46
1643783415,46
1643783425,58
1643783435,61
1643783446,46
1643783456,50
1643783466,59
1643783476,62
1643783487,59
1643783497,45
1643783507,39
1643783518,42
1643783528,50
1643783538,56
1643783548,42
1643783559,31
1643783569,38
1643783579,49
1643783589,49
1643783600,48
1643783610,49
1643783620,41
1643783630,52
1643783641,41
1643783651,62
1643783661,54
1643783672,50
1643783682,92
1643783692,41
1643783703,50
1643783713,53
1643783723,62
1643783733,47
1643783744,49
1643783754,52
1643783764,49
1643783775,47
1643783785,52
1643783795,42
1643783805,54
1643783816,53
1643783826,61
1643783836,46
1643783846,41
1643783857,63
1643783867,50
1643783877,45
1643783887,52
1643783898,49
1643783908,30
1643783918,50
1643783928,53
1643783939,51
1643783949,52
1643783959,43
1643783969,52
1643783980,63
1643783990,50
1643784000,59
1643784011,54
1643784021,56
1643784031,59
1643784041,43
1643784052,53
1643784062,50
1643784072,51
1643784082,46
1643784093,45
1643784103,46
1643784113,46
1643784123,43
1643784134,52
1643784144,44
1643784154,42
1643784164,52
1643784175,43
1643784185,43
1643784195,60
1643784206,53
1643784216,47
1643784226,50
1643784236,60
1643784247,43
1643784257,34
1643784267,44
1643784277,54
1643784288,39
1643784298,60
1643784308,57
1643784319,49
1643784329,53
1643784339,63
1643784350,58
1643784360,53
1643784370,49
1643784381,61
1643784391,44
1643784401,60
1643784412,55
1643784422,56
1643784432,45
1643784442,45
1643784453,52
1643784463,40
1643784473,125
1643784484,54
1643784494,64
1643784505,60
1643784515,49
1643784525,45
1643784536,61
1643784546,58
1643784556,63
1643784567,50
1643784577,63
1643784587,64
1643784598,39
1643784608,63
1643784618,38
1643784628,63
1643784639,55
1643784649,32
1643784659,48
1643784670,67
1643784680,49
1643784690,54
1643784701,52
1643784711,65
1643784721,55
1643784732,47
1643784742,41
1643784752,49
1643784762,96
1643784773,49
1643784783,57
1643784794,47
1643784804,50
1643784814,69
1643784825,63
1643784835,62
1643784845,57
1643784856,36
1643784866,52
1643784876,46
1643784886,46
1643784897,50
1643784907,56
1643784917,49
1643784928,68
1643784938,55
1643784948,61
1643784959,49
1643784969,49
1643784979,50
1643784990,49
1643785000,47
1643785010,56
1643785020,34
1643785031,59
1643785041,53
1643785051,50
1643785061,40
1643785072,51
1643785082,45
1643785092,52
1643785103,41
1643785113,43
1643785123,52
1643785133,48
1643785144,48
1643785154,56
1643785164,55
1643785175,51
1643785185,60
1643785195,52
1643785206,54
1643785216,44
1643785226,52
1643785236,46
1643785247,39
1643785257,51
1643785267,50
1643785278,69
1643785288,54
1643785298,64
1643785309,55
1643785319,52
1643785329,55
1643785340,52
1643785350,49
1643785360,53
1643785371,39
1643785381,46
1643785391,55
1643785401,44
1643785412,35
1643785422,53
1643785432,56
1643785443,56
1643785453,47
1643785463,49
1643785473,54
1643785484,66
1643785494,616
1643785507,616
1643785520,33
1643785531,43
1643785541,38
1643785551,58
1643785562,47
1643785572,52
1643785582,42
1643785592,41
1643785603,40
1643785613,56
1643785623,39
1643785633,51
1643785644,55
1643785654,55
1643785661,37
1643785671,53
1643785682,39
1643785692,44
1643785702,38
1643785712,37
1643785723,60
1643785733,53
1643785743,42
1643785754,53
1643785764,53
1643785774,66
1643785785,36
1643785795,41
1643785805,57
1643785815,53
1643785826,53
1643785836,47
1643785846,43
1643785857,60
1643785867,46
1643785877,51
1643785888,50
1643785898,49
1643785908,54
1643785919,34
1643785929,43
1643785939,53
1643785949,61
1643785960,56
1643785970,49
1643785980,53
1643785991,55
1643786001,50
1643786011,45
1643786021,33
1643786032,43
1643786042,61
1643786052,48
1643786063,49
1643786073,49
1643786083,62
1643786094,54
1643786104,40
1643786114,52
1643786124,54
1643786135,54
1643786145,46
1643786155,70
1643786166,43
1643786176,70
1643786186,54
1643786197,55
1643786207,39
1643786217,48
1643786228,39
1643786238,45
1643786248,70
1643786258,36
1643786269,46
1643786279,61
1643786289,55
1643786300,44
1643786310,49
1643786320,55
1643786331,62
1643786341,47
1643786351,64
1643786362,65
1643786372,54
1643786382,61
1643786393,68
1643786403,50
1643786413,45
1643786424,47
1643786434,70
1643786444,48
1643786454,67
1643786465,56
1643786475,42
1643786485,51
1643786496,52
1643786506,62
1643786516,62
1643786527,47
1643786537,61
1643786547,55
1643786558,57
1643786568,47
1643786578,62
1643786589,40
1643786599,52
1643786609,65
1643786620,53
1643786630,57
1643786640,64
1643786651,56
1643786661,43
1643786671,52
1643786681,49
1643786692,60
1643786702,64
1643786712,44
1643786723,50
1643786733,63
1643786743,61
1643786754,33
1643786764,57
1643786774,53
1643786785,62
1643786795,72
1643786805,45
1643786816,55
1643786826,65
1643786836,39
1643786847,71
1643786857,55
1643786867,70
1643786878,53
1643786888,49
1643786898,38
1643786909,40
1643786919,57
1643786929,68
1643786940,40
1643786950,58
1643786960,44
1643786970,64
1643786981,49
1643786991,32
1643787001,54
1643787012,57
1643787022,50
1643787032,56
1643787042,57
1643787053,44
1643787063,37
1643787073,46
1643787084,41
1643787094,42
1643787104,55
1643787114,63
1643787125,55
1643787135,55
1643787145,54
1643787156,54
1643787166,58
1643787176,70
1643787187,52
1643787197,49
1643787207,56
1643787218,65
1643787228,38
1643787238,42
1643787249,49
1643787259,51
1643787269,42
1643787279,44
1643787290,47
1643787300,54
1643787310,49
1643787321,45
1643787331,48
1643787341,46
1643787352,54
1643787362,40
1643787372,58
1643787382,40
1643787393,61
1643787403,36
1643787413,52
1643787424,54
1643787434,54
1643787444,55
1643787455,44
1643787465,43
1643787475,34
1643787485,67
1643787496,54
1643787506,63
1643787516,49
1643787527,49
1643787537,65
1643787547,68
1643787558,40
1643787568,47
1643787578,63
1643787589,56
1643787599,44
1643787609,63
1643787620,41
1643787630,46
1643787640,47
1643787650,60
1643787661,38
1643787671,71
1643787681,47
1643787692,46
1643787702,48
1643787712,67
1643787723,51
1643787733,47
1643787743,64
1643787754,55
1643787764,47
1643787774,36
1643787784,54
1643787795,61
1643787805,47
1643787815,63
1643787826,40
1643787836,47
1643787846,44
1643787856,62
1643787867,57
1643787877,61
1643787888,58
1643787898,37
1643787908,64
1643787918,66
1643787929,43
1643787939,49
1643787949,62
1643787960,56
1643787970,44
1643787980,52
1643787991,59
1643788001,46
1643788011,45
1643788022,40
1643788032,48
1643788042,56
1643788052,57
1643788063,52
1643788073,54
1643788083,58
1643788094,64
1643788104,55
1643788114,56
1643788125,52
1643788135,61
1643788145,40
1643788156,63
1643788166,40
1643788176,54
1643788187,55
1643788197,53
1643788207,48
1643788217,49
1643788228,50
1643788238,51
1643788248,59
1643788259,63
1643788269,59
1643788279,56
1643788290,65
1643788300,55
1643788310,64
1643788321,56
1643788331,62
1643788341,50
1643788352,53
1643788362,53
1643788372,53
1643788383,51
1643788393,43
1643788403,37
1643788414,55
1643788424,48
1643788434,50
1643788444,56
1643788455,48
1643788465,54
1643788475,54
1643788486,47
1643788496,55
1643788506,44
1643788517,38
1643788527,54
1643788537,56
1643788547,49
1643788558,63
1643788568,47
1643788578,56
1643788589,48
1643788599,53
1643788609,53
1643788620,50
1643788630,41
1643788640,49
1643788650,66
1643788661,52
1643788671,60
1643788681,55
1643788692,54
1643788702,50
1643788712,61
1643788723,47
1643788733,54
1643788743,52
1643788754,52
1643788764,54
1643788774,54
1643788785,56
1643788795,56
1643788805,46
1643788815,63
1643788826,53
1643788836,67
1643788847,63
1643788857,39
1643788867,54
1643788878,45
1643788888,55
1643788898,58
1643788908,48
1643788919,48
1643788929,54
1643788939,55
1643788950,44
1643788960,55
1643788970,57
1643788980,62
1643788991,58
1643789001,45
1643789011,51
1643789022,63
1643789032,65
1643789042,61
1643789053,63
1643789063,44
1643789073,55
1643789084,54
1643789094,62
1643789104,49
1643789115,58
1643789125,53
1643789135,61
1643789146,62
1643789156,49
1643789166,54
1643789177,62
1643789187,61
1643789197,59
1643789208,42
1643789218,52
1643789228,61
1643789239,42
1643789249,57
1643789259,45
1643789270,41
1643789280,54
1643789290,40
1643789300,49
1643789311,51
1643789321,49
1643789331,55
1643789342,68
1643789352,56
1643789362,51
1643789373,35
1643789383,46
1643789393,57
1643789403,66
1643789414,48
1643789424,48
1643789434,47
1643789445,56
1643789455,58
1643789465,38
1643789475,37
1643789486,57
1643789496,57
1643789506,45
1643789517,45
1643789527,53
1643789537,51
1643789548,57
1643789558,39
1643789568,61
1643789579,64
1643789589,49
1643789599,60
1643789610,48
1643789620,37
1643789630,58
1643789640,40
1643789651,52
1643789661,45
1643789671,41
1643789681,45
1643789692,43
1643789702,37
1643789712,57
1643789723,48
1643789733,60
1643789743,61
1643789754,60
1643789764,68
1643789774,64
1643789785,61
1643789795,50
1643789805,62
1643789816,48
1643789826,46
1643789836,36
1643789847,62
1643789857,55
1643789867,47
1643789878,52
1643789888,63
1643789898,65
1643789909,66
1643789919,40
1643789929,61
1643789940,60
1643789950,58
1643789960,55
1643789971,58
1643789981,41
1643789991,56
1643790002,55
1643790012,57
1643790022,53
1643790032,48
1643790043,56
1643790053,54
1643790063,56
1643790074,49
1643790084,53
1643790094,61
1643790105,54
1643790115,71
1643790125,65
1643790136,65
1643790146,62
1643790156,58
1643790167,54
1643790177,54
1643790187,56
1643790198,32
1643790208,39
1643790218,30
1643790228,66
1643790239,57
1643790249,49
1643790259,56
1643790270,53
1643790280,61
1643790290,63
1643790301,63
1643790311,69
1643790322,64
1643790332,55
1643790342,39
1643790352,62
1643790363,67
1643790373,45
1643790383,59
1643790394,69
1643790404,63
1643790415,65
1643790425,58
1643790435,48
1643790446,40
1643790456,62
1643790466,63
1643790476,52
1643790487,56
1643790497,45
1643790507,62
1643790518,55
1643790528,54
1643790538,54
1643790549,64
1643790559,53
1643790569,47
1643790580,61
1643790590,58
1643790600,61
1643790611,69
1643790621,65
1643790631,54
1643790642,65
1643790652,63
1643790663,63
1643790673,54
1643790683,48
1643790694,50
1643790704,53
1643790714,65
1643790724,63
1643790735,63
1643790745,55
1643790756,54
1643790766,63
1643790776,55
1643790787,41
1643790797,49
1643790807,58
1643790817,48
1643790828,51
1643790838,57
1643790848,62
1643790859,54
1643790869,58
1643790879,59
1643790890,71
1643790900,59
1643790910,67
1643790921,56
1643790931,57
1643790941,56
1643790952,57
1643790962,45
1643790972,61
1643790983,57
1643790993,50
1643791003,54
1643791014,63
1643791024,60
1643791034,56
1643791045,62
1643791055,45
1643791065,53
1643791076,56
1643791086,57
1643791096,56
1643791107,58
1643791117,56
1643791127,51
1643791138,61
1643791148,55
1643791158,71
1643791169,61
1643791179,53
1643791189,46
1643791200,63
1643791210,65
1643791220,42
1643791231,53
1643791241,48
1643791251,61
1643791262,65
1643791272,62
1643791282,46
1643791293,57
1643791303,54
1643791313,61
1643791324,63
1643791334,58
1643791344,60
1643791355,61
1643791365,42
1643791375,64
1643791385,74
1643791396,68
1643791406,60
1643791417,52
1643791427,46
1643791437,56
1643791448,53
1643791458,57
1643791468,56
1643791479,54
1643791489,60
1643791499,59
1643791510,60
1643791520,49
1643791530,53
1643791540,61
1643791551,56
1643791561,75
1643791572,61
1643791582,55
1643791592,54
1643791603,56
1643791613,56
1643791623,61
1643791634,47
1643791644,59
1643791654,57
1643791665,54
1643791675,56
1643791685,55
1643791696,57
1643791706,53
1643791716,56
1643791726,43
1643791737,50
1643791747,49
1643791757,49
1643791768,56
1643791778,47
1643791788,52
1643791799,54
1643791809,51
1643791819,63
1643791830,46
1643791840,61
1643791850,48
1643791860,51
1643791871,48
1643791881,54
1643791891,62
1643791902,55
1643791912,59
1643791922,47
1643791933,57
1643791943,60
1643791953,55
1643791964,55
1643791974,63
1643791984,62
1643791995,48
1643792005,53
1643792015,63
1643792026,48
1643792036,61
1643792046,70
1643792057,50
1643792067,48
1643792077,65
1643792088,53
1643792098,52
1643792108,53
1643792119,53
1643792129,43
1643792139,39
1643792149,39
1643792160,65
1643792170,54
1643792180,64
1643792191,71
1643792201,45
1643792211,62
1643792222,57
1643792232,57
1643792242,49
1643792253,44
1643792263,52
1643792273,60
1643792284,61
1643792294,69
1643792304,53
1643792315,52
1643792325,53
1643792335,62
1643792346,66
1643792356,67
1643792366,54
1643792377,46
1643792387,46
1643792397,62
1643792408,52
1643792418,61
1643792428,40
1643792439,46
1643792449,55
1643792459,65
1643792470,59
1643792480,54
1643792490,62
1643792501,64
1643792511,48
1643792521,62
1643792532,57
1643792542,50
1643792552,58
1643792563,60
1643792573,54
1643792583,46
1643792594,68
1643792604,57
1643792614,48
1643792625,60
1643792635,55
1643792645,60
1643792656,48
1643792666,55
1643792676,47
1643792686,64
1643792697,60
1643792707,60
1643792718,57
1643792728,48
1643792738,45
1643792748,58
1643792759,50
1643792769,61
1643792779,57
1643792790,56
1643792800,54
1643792810,63
1643792821,61
1643792831,60
1643792841,53
1643792852,47
1643792862,50
1643792872,70
1643792883,61
1643792893,62
1643792903,60
1643792914,60
1643792924,64
1643792934,62
1643792945,61
1643792955,63
1643792966,62
1643792976,59
1643792986,62
1643792997,61
1643793007,64
1643793017,62
1643793028,40
1643793038,38
1643793048,61
1643793059,73
1643793069,48
1643793079,59
1643793090,71
1643793100,59
1643793110,61
1643793121,51
1643793131,47
1643793141,57
1643793152,56
1643793162,59
1643793172,56
1643793183,43
1643793193,54
1643793203,62
1643793214,58
1643793224,56
1643793234,62
1643793245,54
1643793255,46
1643793265,54
1643793275,63
1643793286,67
1643793296,59
1643793307,70
1643793317,56
1643793327,48
1643793338,61
1643793348,71
1643793358,63
1643793369,56
1643793379,46
1643793389,61
1643793400,55
1643793410,71
1643793420,59
1643793431,60
1643793441,56
1643793451,56
1643793462,56
1643793472,54
1643793482,52
1643793493,61
1643793503,60
1643793513,62
1643793524,53
1643793534,62
1643793544,46
1643793555,60
1643793565,48
1643793575,57
1643793586,45
1643793596,64
1643793606,72
1643793617,55
1643793627,52
1643793637,55
1643793648,53
1643793658,60
1643793668,58
1643793679,74
1643793689,61
1643793699,52
1643793710,49
1643793720,55
1643793730,70
1643793741,58
1643793751,64
1643793762,43
1643793772,40
1643793782,47
1643793792,53
1643793803,56
1643793813,69
1643793823,55
1643793834,71
1643793844,53
1643793854,68
1643793865,61
1643793875,62
1643793885,55
1643793896,58
1643793906,57
1643793916,60
1643793927,57
1643793937,55
1643793947,43
1643793958,67
1643793968,69
1643793979,64
1643793989,60
1643793999,38
1643794009,41
1643794020,46
1643794030,66
1643794040,58
1643794051,63
1643794061,47
1643794071,52
1643794082,51
1643794092,58
1643794102,49
1643794113,45
1643794123,71
1643794133,60
1643794144,56
1643794154,63
1643794164,59
1643794175,52
1643794185,56
1643794195,55
1643794206,54
1643794216,54
1643794226,54
1643794237,54
1643794247,53
1643794257,56
1643794268,55
1643794278,54
1643794288,46
1643794298,61
1643794309,61
1643794319,63
1643794330,55
1643794340,53
1643794350,70
1643794361,63
1643794371,48
1643794381,61
1643794392,62
1643794402,41
1643794412,61
1643794423,55
1643794433,62
1643794443,62
1643794454,71
1643794464,55
1643794474,53
1643794485,59
1643794495,62
1643794505,47
1643794516,47
1643794526,61
1643794536,65
1643794547,40
1643794557,59
1643794567,66
1643794578,59
1643794588,58
1643794598,57
1643794609,65
1643794619,69
1643794629,62
1643794640,57
1643794650,58
1643794660,54
1643794671,103
1643794681,56
1643794692,61
1643794702,56
1643794712,63
1643794723,56
1643794733,65
1643794743,64
1643794754,47
1643794764,45
1643794774,56
1643794784,60
1643794795,62
1643794805,52
1643794816,48
1643794826,45
1643794836,55
1643794846,57
1643794857,51
1643794867,63
1643794877,68
1643794888,46
1643794898,60
1643794908,47
1643794919,55
1643794929,61
1643794939,61
1643794950,63
1643794960,69
1643794970,48
1643794981,60
1643794991,62
1643795001,44
1643795012,50
1643795022,61
1643795032,55
1643795043,57
1643795053,63
1643795063,44
1643795074,69
1643795084,48
1643795094,57
1643795105,62
1643795115,57
1643795125,66
1643795136,48
1643795146,47
1643795156,57
1643795167,62
1643795177,70
1643795187,72
1643795198,56
1643795208,52
1643795218,60
1643795229,59
1643795239,53
1643795249,57
1643795260,47
1643795270,53
1643795280,40
1643795291,47
1643795301,66
1643795311,56
1643795322,61
1643795332,55
1643795342,70
1643795353,60
1643795363,63
1643795373,66
1643795384,47
1643795394,65
1643795404,53
1643795415,54
1643795425,41
1643795435,58
1643795446,47
1643795456,58
1643795466,56
1643795477,71
1643795487,54
1643795497,55
1643795508,53
1643795518,56
1643795528,53
1643795539,53
1643795549,45
1643795559,55
1643795570,55
1643795580,47
1643795590,50
1643795600,47
1643795611,57
1643795621,55
1643795631,65
1643795642,55
1643795652,52
1643795662,64
1643795673,49
1643795683,60
1643795693,56
1643795704,47
1643795714,49
1643795724,62
1643795735,62
1643795745,51
1643795755,49
1643795766,61
1643795776,59
1643795786,54
1643795797,61
1643795807,56
1643795817,63
1643795828,66
1643795838,37
1643795848,61
1643795859,55
1643795869,59
1643795879,47
1643795890,46
1643795900,65
1643795910,63
1643795921,49
1643795931,54
1643795941,71
1643795952,54
1643795962,42
1643795972,52
1643795982,59
1643795993,55
1643796003,57
1643796013,57
1643796024,54
1643796034,56
1643796044,52
1643796055,57
1643796065,52
1643796075,54
1643796086,57
1643796096,43
1643796106,55
1643796117,69
1643796127,59
1643796137,61
1643796148,52
1643796158,54
1643796168,47
1643796179,65
1643796189,61
1643796199,52
1643796210,71
1643796220,62
1643796230,66
1643796241,55
1643796251,60
1643796262,55
1643796272,60
1643796282,56
1643796293,50
1643796303,54
1643796313,62
1643796324,65
1643796334,57
1643796344,47
1643796354,60
1643796365,53
1643796375,55
1643796385,46
1643796396,41
1643796406,54
1643796416,52
1643796427,57
1643796437,41
1643796447,54
1643796458,65
1643796468,38
1643796478,60
1643796488,69
1643796499,71
1643796509,47
1643796520,64
1643796530,46
1643796540,56
1643796551,41
1643796561,66
1643796571,57
1643796581,55
1643796592,47
1643796602,60
1643796612,49
1643796623,55
1643796633,56
1643796643,38
1643796654,56
1643796664,64
1643796674,53
1643796685,59
1643796695,63
1643796705,56
1643796716,48
1643796726,55
1643796736,63
1643796747,63
1643796757,48
1643796767,53
1643796778,64
1643796788,65
1643796798,54
1643796809,53
1643796819,51
1643796829,55
1643796840,64
1643796850,48
1643796860,43
1643796871,62
1643796881,61
1643796891,64
1643796902,60
1643796912,55
1643796922,52
1643796933,59
1643796943,56
1643796953,61
1643796964,54
1643796974,70
1643796984,60
1643796995,63
1643797005,54
1643797015,55
1643797026,69
1643797036,38
1643797046,59
1643797057,68
1643797067,54
1643797077,63
1643797088,63
1643797098,57
1643797108,46
1643797119,59
1643797129,51
1643797139,53
1643797150,65
1643797160,51
1643797170,44
1643797181,46
1643797191,58
1643797201,51
1643797212,57
1643797222,52
1643797232,60
1643797243,63
1643797253,49
1643797263,62
1643797274,70
1643797284,60
1643797294,56
1643797305,67
1643797315,52
1643797325,66
1643797336,62
1643797346,63
1643797356,60
1643797367,58
1643797377,64
1643797388,60
1643797398,60
1643797408,62
1643797419,61
1643797429,65
1643797439,60
1643797450,45
1643797460,52
1643797470,65
1643797481,59
1643797491,57
1643797501,54
1643797512,52
1643797522,62
1643797532,49
1643797543,64
1643797553,55
1643797563,58
1643797574,47
1643797584,61
1643797594,61
1643797605,62
1643797615,45
1643797625,63
1643797636,54
1643797646,52
1643797656,71
1643797667,61
1643797677,63
1643797687,68
1643797698,56
1643797708,64
1643797719,57
1643797729,61
1643797739,63
1643797750,68
1643797760,64
1643797770,62
1643797781,61
1643797791,46
1643797801,51
1643797812,69
1643797822,63
1643797832,63
1643797843,64
1643797853,56
1643797863,51
1643797874,58
1643797884,52
1643797894,64
1643797905,48
1643797915,62
1643797925,52
1643797936,62
1643797946,45
1643797956,72
1643797967,54
1643797977,56
1643797987,64
1643797998,56
1643798008,52
1643798018,62
1643798029,47
1643798039,60
1643798049,53
1643798060,53
1643798070,55
1643798080,56
1643798091,63
1643798101,63
1643798111,57
1643798122,62
1643798132,53
1643798142,56
1643798153,52
1643798163,59
1643798173,61
1643798184,43
1643798194,56
1643798204,44
1643798215,52
1643798225,64
1643798235,54
1643798246,62
1643798256,61
1643798266,59
1643798277,62
1643798287,51
1643798297,59
1643798308,69
1643798318,61
1643798329,55
1643798339,41
1643798349,61
1643798359,50
1643798370,46
1643798380,48
1643798390,46
1643798401,47
1643798411,64
1643798421,53
1643798432,56
1643798442,45
1643798452,47
1643798462,68
1643798473,47
1643798483,60
1643798493,45
1643798504,54
1643798514,60
1643798524,53
1643798535,65
1643798545,57
1643798555,62
1643798566,73
1643798576,72
1643798587,53
1643798597,58
1643798607,62
1643798618,50
1643798628,52
1643798638,49
1643798648,52
1643798659,55
1643798669,39
1643798679,67
1643798690,62
1643798700,40
1643798710,63
1643798721,62
1643798731,55
1643798741,47
1643798752,46
1643798762,78
1643798772,66
1643798783,59
1643798793,46
1643798803,61
1643798814,59
1643798824,70
1643798835,47
1643798845,62
1643798855,59
1643798866,64
1643798876,61
1643798886,69
1643798897,63
1643798907,55
1643798917,42
1643798928,53
1643798938,45
1643798948,62
1643798959,55
1643798969,47
1643798979,55
1643798990,61
1643799000,41
1643799010,60
1643799021,48
1643799031,59
1643799041,51
1643799051,56
1643799062,64
1643799072,62
1643799082,55
1643799093,60
1643799103,44
1643799113,53
1643799124,64
1643799134,55
1643799144,61
1643799155,61
1643799165,64
1643799176,71
1643799186,53
1643799196,45
1643799207,60
1643799217,51
1643799227,54
1643799238,62
1643799248,53
1643799258,56
1643799269,56
1643799279,61
1643799289,56
1643799300,66
1643799310,56
1643799320,51
1643799331,59
1643799341,60
1643799351,59
1643799362,55
1643799372,61
1643799382,53
1643799393,61
1643799403,57
1643799413,53
1643799424,54
1643799434,46
1643799444,61
1643799455,65
1643799465,56
1643799475,57
1643799486,59
1643799496,63
1643799506,63
1643799517,56
1643799527,67
1643799537,46
1643799548,61
1643799558,53
1643799568,62
1643799579,50
1643799589,55
1643799599,46
1643799610,67
1643799620,68
1643799630,54
1643799641,54
1643799651,36
1643799661,59
1643799672,65
1643799682,61
1643799692,55
1643799703,54
1643799713,51
1643799723,47
1643799733,60
1643799744,60
1643799754,62
1643799765,65
1643799775,55
1643799785,47
1643799795,49
1643799806,63
1643799816,63
1643799826,49
1643799837,63
1643799847,53
1643799857,53
1643799868,62
1643799878,51
1643799888,62
1643799899,56
1643799909,55
1643799919,55
1643799930,52
1643799940,51
1643799950,67
1643799961,49
1643799971,65
1643799982,55
1643799992,45
1643800002,52
1643800012,53
1643800023,58
1643800033,39
1643800043,56
1643800054,40
1643800064,69
1643800074,56
1643800085,58
1643800095,44
1643800105,48
1643800115,51
1643800126,62
1643800136,53
1643800146,55
1643800157,64
1643800167,55
1643800177,63
1643800188,46
1643800198,53
1643800208,37
1643800219,53
1643800229,52
1643800239,54
